source	syllabary	pronunciation	definition
ced	ᎤᏁᎦ	u²ne⁴ga	white
ced	ᎤᏁᎦᎸᎢ	u¹ne³gạ²ɂlv⁴ɂi	his skin
ced	ᎤᏁᎩᎸᏗ	uɂne³gihl²di	ugly
ced	ᎤᏁᎫᏣ	u¹ne²³gu³²ja	he's being mean
ced	ᎤᏁᎫᏥᏓ	u²ne²gu³jị²da	cruel, mean
ced	ᎤᏁᎬᎭᎢ	u²ne²gv²ha⁴ɂi	blanket
ced	ᎤᏁᎭ	u¹nẹ³ha	he has liquid
ced	ᎤᏁᏝᏅᎯ, ᎤᏁᏝᏅᎯ	u²ne²³hlạ³nv⁴hi, u²ne²³hlạ³nv²hi	1. creator, 2. God
ced	ᎤᏁᏍᏓᎳ	u²ne²³sdạ³la	ice
ced	ᎤᏅᏥ	unh²³ji	snow
ced	ᎤᏅᏔ	unh¹ta	he knows it
ced	ᎤᏂᏏ	u²ni²³si	his grandparents, (paternal)
ced	ᎤᏃᏕᎾ	u²no¹de⁴na	sheep
ced	ᎤᏃᏴᎦ	u¹no²hyvh³ga	it is sounding
ced	ᎤᏃᎴ	u²no²le	wind, air, storm, tornado
ced	ᎤᏃᎸᏔᎾ	U²no²lv¹tạ²na	January
ced	ᎤᏅᏗ	u²nv²³di	milk
ced	ᎤᏅᏥᏓ	u²nv²³ji³da	brain
ced	ᎤᏅᏌ	u²nv²³sa	1. themselves, 2. one another, each other (see Gram. III A).
ced	ᎤᏌᎨᎢ	u²sạ³ge⁴ɂi	thin (inanimate)
ced	ᎤᏌᏃ	u¹sạ²no	her dress
ced	ᎤᏍᏓᎦᎸᎢ	u¹sda³²gạ²lv⁴ɂi	cave
ced	ᎤᏍᏓᎦᏴᎯᏓ	u²sdạ²gạ²yv²³hị²da	crisp
ced	ᎤᏍᏓᏴᎲᏍᎩ	u²sda¹yṿ²³hv²sgi	his wife
ced	ᎤᏍᏗ	u²sdi⁴	baby
ced	ᎤᏍᏗ	ụ²sdi⁴	little
ced	ᎤᏍᏗ ᎦᏅᏅᎢ	ụ²sdi⁴ gạ²nv²hnv⁴ɂi	trail
ced	ᎤᏍᏗᏁᎦᎸᎢ	u¹sdị²ne³gạ²ɂlv⁴ɂi	his scalp
ced	ᎤᏍᏛᏗᎠ	u¹sdv²dị³ɂa	he's receiving punishment
ced	ᎤᏎᎦᏨᎢ, ᏎᎦᏨᎢ	u²se²ga¹jv⁴ɂi, se²ga¹jv⁴ɂi	barely
ced	ᎤᏍᎦᏃᎵ	u²sgạ²no⁴li	slow
ced	ᎤᏍᎪᏍᏗ	u²sgo⁴sdi	bright
ced	ᎤᏍᏆᏂᎩᏗ	u²³sgwạ²nị²kdi	interesting
ced	ᎤᏍᏉᏟᎢ	u²sgwo²hli⁴ɂi	his abdomen, stomach
ced	ᎤᏏᏩ	u²³sị²hwa	empty
ced	ᎤᏏᏩᏍᎦ	u¹sị²hwạ³sga	he's coughing
ced	ᎤᏍᎧ	ụ²ska	head, skull
ced	ᎤᏍᎪᎵ	u²sko⁴li	peak, (of object)
ced	ᎤᏐᏛᎢ	u¹so²tv⁴ɂi	behind a person
ced	ᎤᏍᏘᎬᎢ	u¹stih²gv⁴ɂi	his (head of) hair
ced	ᎤᏑᎦᏢᎢ	u³suh²gạ²hlv⁴ɂi	his claw
ced	ᎤᏑᎳ	u³su²la	he's wearing pants
ced	ᎤᏑᎶ	u¹su²lo	his pants
ced	ᎤᏒᏕᎾ	u²sv²de⁴na	shotgun
ced	ᎤᏒᏙᏂ	u²sv²do⁴ni	conduit, pipe
ced	ᎤᏒᎯᎭ	u¹sv²hị³ha	he's going to bed
ced	ᎤᏒᎢ	ụ²sv⁴ɂi	night
ced	ᎤᏔᏕᎩᎠ	u¹tạ²de²gi³ɂa	he's thirsty
ced	ᎤᏔᏝᏬᏍᎦ	u¹tạ²hlạ²wo²sga	he's becoming enraged
ced	ᎤᏔᎾ	u²³tạ²na	big, large
ced	ᎤᏔᏂ	u²tạ²ni⁴	too big, large
ced	ᎤᏔᏃᎸᏓ	u²tạ²no²³lv⁴da	steam
ced	ᎤᏘᏴᏅᎢ	u²ti²yv²³hnv⁴ɂi	leftovers
ced	ᎤᏥᏆᎸᏛᎢ	u¹tsgwạ²lv²tv⁴ɂi	his ankle
ced	ᎤᏥᏈᏗ	u²³tsgwị²di	crooked
ced	ᎤᏥᏈᏍᏗ	u²tsgwi⁴sdi	a lot
ced	ᎤᏚᎩ	u²tu¹gi	hope
ced	ᎤᏛᏓᏍᏗ	u¹tv²da³²sdi	he's listening to him, it
ced	ᎤᏛᎯᏍᏗ	u²tṿ²hị²sdi	old chap (of men)
ced	ᎤᏛᏐᏅᎢ	u²tṿ²so²hnv⁴ɂi	old man
ced	ᎤᏩᎢᏢᎢ	u¹wa³ɂị²hlv⁴ɂi	bush
ced	ᎤᏩᏥᏍᎦᏢᎢ	u¹wa²ji²³sgạ³hlv⁴ɂi	scales (of fish)
ced	ᎤᏩᎨᏫᏍᎦ	u¹wa²kew²sga	he's forgetting
ced	ᎤᏩᎫᎴᎦ	u¹wa²ku²³le³²ga	he's belching, burping
ced	ᎤᏩᎾᏫᎠ	u¹wa³na²wị³ɂa	he's shivering
ced	ᎤᏩᏂᏒᎢ	ụ²wan²sv⁴ɂi	ripe
ced	ᎤᏩᏂ	u¹wạɂ³ni	wool
ced	ᎤᏩᏂᎦᏢᎢ	u¹wa³nị²gạ²hlv⁴ɂi	limb (of a tree)
ced	ᎤᏩᏅᎦ	u¹wa²nv³ga	he's in a hurry
ced	ᎤᏩᏌ	ụ²wa⁴sa	alone, only
ced	ᎤᏩᏌ	ụ²wa²³sa	himself, itself (see Gram. III, A)
ced	ᎤᏩᏒᎯ	ụ²wa¹sv⁴hi	numb
ced	ᎤᏩᏩᏒᎦ	u¹waw²sv³²ga	he smells it
ced	ᎤᏩᏯ	u¹wa³²ya	he has a long object
ced	ᎤᏪᎯᏍᏓᏁᎭ	u¹we²hị²sda³²nẹ²ha	he's aching, hurting
ced	ᎤᏪᏡᎦ	u¹we²hluh³ga	he's yelling, howling, meowing, etc.
ced	ᎤᏪᎿᎢ	ụ²we²³hnạ²ɂi	wealthy
ced	ᎤᏪᏥ	ụ²we²³ji	egg
ced	ᎤᏪᏥ	ụ²we²³ji	his offspring, child
ced	ᎤᏪᏥ ᎠᏧᏣ	ụ²we²³ji ạ²chu⁴ja	his son (child)
ced	ᎤᏪᏥ ᎠᎨᏯ	ụ²we²³ji ạ²ge²³hya	his daughter (adult)
ced	ᎤᏪᏥ ᎠᎨᏳᏣ	ụ²we²³ji ạ²ge²hyu⁴ja	his daughter (child)
ced	ᎤᏪᏥ ᎠᏍᎦᏯ	ụ²we²³ji ạ²sgạ²ya	his son (adult)
ced	ᎤᏪᎧᎭ	u¹we²kạ³ha	he has it (animate)
ced	ᎤᏪᎳ	ụ²we²la	liver
ced	ᎤᏪᎵᎯᎠ	u¹we²li²³hị³ɂa	he's worried, anxious
ced	ᎤᏪᎵᎯᏍᏗ	ụ²we²li²³hi⁴sdi	worried
ced	ᎤᏪᏘ	ụ²we⁴ti	old (object)
ced	ᎤᏪᏴᎢ	u¹we³yv⁴ɂi	creek, river, stream
ced	ᎤᏬᏕᏫᏓ	ụ²wo²de²³hwi⁴da	damp
ced	ᎤᏬᏗᎨᎢ	ụ²wo²³dị³ge⁴ɂi	brown
ced	ᎤᏬᏚᎯ	ụ²wo²du⁴hi	pretty
ced	ᎤᏬᎩᏟ	ụ²wo¹gị³hli	foam, beer
ced	ᎤᏬᎯᏳᎭ	u¹wo²hị²yụ³ha	1. he's confident  2. he has faith
ced	ᎤᏬᏝ	u¹wo²³hla	1. he's sitting  2. he's at home
ced	ᎤᏬᏝᎥᎢ	u¹wọ²hlạ³ɂv⁴ɂi	bluff
ced	ᎤᏬᎵᏗ	ụ²wohl⁴di	funny
ced	ᎤᏬᏘᏓ	ụ²wo²³tị²da	swollen
ced	ᎤᏬᏰᏂ	ụ²wo¹ye⁴ni	his hand
ced	ᎤᏭᏯᏘ	ụ²wu²³yạ²ti	furry
ced	ᎤᏰᎸᏗ	u²yehl⁴di	reason
ced	ᎤᏰᎶᎢᏍᏗ	u²ye²lọ³ɂị²sdi	suddenly
ced	ᎤᏰᎸᎭᎢ	u²ye²lv²ha⁴ɂi	naked
ced	ᎤᏰᏘᏍᎦ	u¹ye²tsga	he's laughing
ced	ᎤᏲᏕᎠ	u¹yo²de³ɂa	he's itching
ced	ᎤᏲᎱᏎᎭ	u¹yo²hu²³sẹ³ha	he's losing it
ced	ᎤᏲᎱᏒᎢ	u²yo²hu²sv⁴ɂi	dead (human)
ced	ᎤᏲᎢ	u²yo⁴ɂi	bad
ced	ᎤᏲᏨᎢ	u²yo¹jv⁴ɂi	1. broken, 2. spoiled (person)
ced	ᎤᏲᏏᎭ	u¹yo³sị²ha	he's hungry
ced	ᎥᏓᎵ	v²dạ²li	pond, lake
ced	ᎥᏳᎩ	v²hyu²³gi	disease
ced		-vɂi	future imperative (see Gram. I, D)
ced		-vɂi	past tense (see Gram. I, D)
ced	ᎥᎴ	v²le	locust
ced	ᎥᏍᎩᎩ	v¹sgị²gi³	really?
ced	ᎥᏍᎩᏅ ᎢᏳᏍᏗ	v¹sgị²hnv³ ị²yu⁴sdi	therefore, for that reason
ced	ᎥᏍᎩᏱ	V²³sgị³hyi	December
ced	ᎥᏍᎩᎾ	v¹sgị²na	that
ced		w-	translocative (see Gram. I, A) (direction away from speaker)
ced	ᏩᏓᏚᎦ	wa²³dạ³du²³ga	dragonfly
ced	ᏩᏗᎠ	wạ²dị³ɂa	he's sending a long object
ced	ᏩᏙ	wạ²do	thank you
ced	ᏩᏚᎵᏏ	wa³du²li³si	1. bee  2. honey, syrup, sorghum
ced	ᏩᏚᎾ	wạ²du²³na	blood vessel
ced	ᏩᎦ	wah²ga	cow
ced	ᏩᎦ ᎭᏫᏯ	wah²ga hạ²wi²ya	beef, steak
ced	ᏩᎱᎯ	wa²³hụ³hi	owl
ced	ᏩᎲᏍᎦ	wạ²hṿ³sga	he's sending it
ced	ᏩᏯ, ᏩᎭᏯ	wạ²hya, wạ²hạ²ya	wolf
ced	ᏩᏥ	wa²³ji	clock, watch
ced	ᏩᏥᎳ	wạ²ji¹la	saliva
ced	ᏩᎦᏘ	wạ²kti	he's heading in the direction of
ced	ᏩᎴᎳ	wa³le²la	hummingbird
ced	ᏩᎶᏏ	wạ²lo³si	frog
ced	ᏩᏁᎢ	wạ²ne³ɂi	hickory tree
ced	ᏩᏂᎨᎢ	wạ²nị³ge⁴ɂi	soft
ced	ᏩᏐᏝ	wa³so²hla	moth
ced	ᏩᏒᏓᎾ	Wa³sv²dạɂ³na	Washington
ced	ᏩᏒᏓᏃᎢ	Wa³sv²dạɂ³no⁴ɂi	Washington (place)
ced		-we-	reversive (see Gram. I, C)
ced	ᏪᏌ	we²³sa	cat
ced		wi-, w-	1. motion away from speaker 2. back toward speaker (see Gram. I, A)
ced	ᏫᎦᎧᎲᏍᎦ	wi²ga²³kạ³hṿ²sga	he's sending, taking it (animate)
ced	ᏫᎦᏁᎲᏍᎦ	wị²gạ²ne³hṿ²sga	he's sending, taking it (liquid)
ced	ᏫᎦᏅᎥᏍᎦ	wị²gạ³nṿ³ɂṿ²sga	he's sending; taking it (flexible)
ced	ᏬᏱ, ᏬᏯ	wo²yi, wo²ya	pigeon
ced	ᏭᏕᎵᎦ	wu²³de³li¹ga	he, it's going out of sight
ced	ᏭᏕᎵᎬᎢ	wu²³de³li¹gv⁴ɂi	west
ced	ᏭᏩᎪᏛᎢ	wụ²wa³kdv⁴ɂi	rest of, remnants
ced		y-	non-factual (see Gram. I, A)
ced		y-	negative (not), conditional (if) (see Gram. I, A)
ced		-ya, -yaɂi	pure blood, full blood (see Gram. II, B)
ced	ᏯᏂᏌ	yan²sa	buffalo
ced		yi-	see y-
ced	ᏱᎩ	yi⁴gi	if (see Gram. I, G)
ced	ᏱᏂᎦᎵᏍᏗᎭᏊ ᎢᎸᏢᎢ	yị²nị²gal³sdị³hạ²gwu ị²lvh³dlv⁴ɂi	anywhere, wherever
ced	ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ	yị²nị²gal³sdị³hạ²gwu kị²lo	anyone
ced	ᏲᎾ	yo²³na	bear
ced	ᏲᏁᎦ, ᏴᏭᏁᎦ	yo³ne²ga, yv³wụ³ne²ga	1. white man, 2. English (language)
ced	ᏳᏓᎭᎢ, ᎢᏳᏓᎵᎭᎢ	yu³da³ha⁴ɂi, ị²yu³da²li²ha⁴ɂi	sometimes
ced	ᏴᎩ	yv²gi	1. fork, 2. nail, needle
ced	ᏴᏩᎩᏍᎩ	yv²wạ²gi¹sgi	cannibal
