ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
1314|||Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ³²Ꮢ²³Ꭲ||ᏙᎩᎾᏚᎩᏒᎢ|dò:ginàtǔ:gî:sv̌:ɂi|He and I drank alcoholic drinks a while ago|||doo1gi2na1tuu23gii32svv23-i
1315|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮈ³²Ꮢ²³Ꭲ||ᎠᎩᎸᏒᎢ|à:gilv̂:sv̌:ɂi|I climbed it a while ago|||aa1gi2lvv32svv23-i
1316|||Ꮵ̣²-, Ꭶ͓-|Ꭽ̣²Ꮧ²³Ꮤ²||ᎦᎭᏗᏔ|ga:dǐ:tā|I recently drank something|||gaa2dii23ta2
1317|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏕᏣᏍᏗᎬᎢ|de:jàsdí:gv̌:ɂi|You (1) ate rod shaped things a while ago|||dee2ja1sdii3gvv23-i
1318|||Ꭳ¹Ꭹ̣²Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᎣᎩᏂᏯᎥᎢ|ò:gini:hyá:ɂv̌:ɂi|He and I ate something flexible a while ago|||oo1gi2nii2hyaa3-vv23-i
1319|||Ꮳ̣²-|Ꮑ²Ꮀ³Ꭲ||ᏣᏁᎰᎢ|jane:hó:ɂi|You (1) usually have a liquid|||ja2nee2hoo3-i
1320|||Ꭳ¹Ꮵ²-|Ꭳ²Ꮅ¹Ꮸ²³Ꭲ*||ᎣᏦᎵᏨᎢ|ò:jo:li:jv̌:ɂi|They and I recognized him a while ago|||oo1joo2lii2jvv23-i
1321|||Ꭳ¹ᏍᏗ²-|Ꭳ²Ꮅ¹Ꮸ²³Ꭲ*||ᎣᏍᏙᎵᏨᎢ|ò:sdo:li:jv̌:ɂi|He and I recognized him a while ago|||oo1sdoo2lii2jvv23-i
1322|||Ꭲ¹Ꮒ²-|ᎣᎵ͓²Ꭹ||ᎢᏃᎵᎩ|ì:nohlgi|Let you (1) and me understand it|||ii1nohl2gi
1323|||Ꭲ¹Ꮧ²-|ᎣᎵ͓²Ꭹ||ᎢᏙᎵᎩ|ì:dohlgi|Let all of us understand it|||ii1dohl2gi
1324|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ᎪᏩ͓²Ꮨ²³ᏍᎪ̣³Ꭲ||ᏕᏥᎪᏩᏘᏍᎪᎢ|de:jigowhtǐ:sgóɂi|I am often seeing them (inanimate)|||dee2ji2gowh2tii23sgo3-i
1325||||Ꭳ²Ꭹ²Ꮩ²Ꮣ||ᎣᎩᏙᏓ|o:gi:do:da|Their and my father|||oo2gii2doo2da
1326|||Ꮵ̣²-, Ꭶ͓-|ɂᏰ³ᏍᎪ³Ꭲ*||ᏥᏰᏍᎪᎢ|jiyé:sgó:ɂi|I am usually eating something flexible|||ji2yee3sgoo3-i
1327|||Ꮥ²Ꭹ̣²Ꮒ²-|ɂᎧ̣²Ꭾ³ᏍᏗ||ᏕᎩᏂᎧᎮᏍᏗ|de:gini:kahé:sdi|You (1) and I will be having living things|||dee2gi2nii2ka2hee3sdi
1328|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮈ¹ᏍᏗ||ᎠᎩᎸᏍᏗ|à:gilv̀:sdi|For me to climb it|||aa1gi2lvv1sdi
1329|||ᏍᏗ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᏍᏕᏅᏒᎢ|sde:nv́:sv̌:ɂi|You both went a while ago|||sdee2nvv3svv23-i
1330|||Ꭴ¹Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎤᏃᎵᏍᏗ|ù:no:hlísdi|For them to understand it; For them to recognize him|||uu1noo2hli3sdi
1331|||Ꭳ¹Ꮵ²-|ᎣᎵ͓²Ꭶ||ᎣᏦᎵᎦ|ò:johlga|They and I understand it|||oo1johl2ga
1332|||Ꭳ¹ᏍᏗ²-|ᎣᎵ͓²Ꭶ||ᎣᏍᏙᎵᎦ|ò:sdohlga|He and I understand it|||oo1sdohl2ga
1333||||Ꭴ²Ꮒ²Ꮩ²Ꮣ||ᎤᏂᏙᏓ|u:ni:do:da|Their father|||uu2nii2doo2da
1334|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏓᏊᏗᏔᎲᎢ|dà:gwù:di:tahv̌:ɂi|I drank drinks a while ago|||daa1gwuu1dii2ta2hvv23-i
1335|||Ꮵ̣²-, Ꭶ͓-|Ꭰ¹Ꮧ̣²Ꭰ*||ᏥᎠᏗᎠ|jigà:taha|I know how|||ji2gaa1ta2ha
1336|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᏧᏗᏔᎲᎢ|de:jù:di:tahv̌:ɂi|You (1) drank drinks a while ago|||dee2juu1dii2ta2hvv23-i
1337|||Ꮩ¹Ꭹ²-|Ꮎ̣³Ꭱ³ᏍᏗ||ᏙᎩᎾᎡᏍᏗ|dò:gi:náé:sdi|They and I will be having flexible things|||doo1gii2na3ee3sdi
1338|||Ꭴ¹Ꮒ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏚᏂᏲᏏᏌ|dù:ni:yò:sǐ:sā|They were recently hungry|||duu1nii2yoo1sii23sa2
1339|||ᏍᏗ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᏍᏕᏅᏍᏗ|sde:nv̀:sdi|For you both to go|||sdee2nvv1sdi
1340|||Ꭲ¹Ꮵ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎢᏤᏅᏒᎢ|ì:je:nv́:sv̌:ɂi|You all went a while ago|||ii1jee2nvv3svv23-i
1341|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎤᏪᏅᏒᎢ|ù:we:nv́:sv̌:ɂi|He went a while ago|||uu1wee2nvv3svv23-i
1342|||Ꭰ̣²-, Ꭶ̣²-|Ꭽ̣²Ꮧ²³Ꮤ²||ᎠᎭᏗᏔ|a:dǐ:tā|He recently drank something|||aa2dii23ta2
1343|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮎ̣³Ꭰ||ᎠᎩᎾᎠ|à:gináɂa|I have something flexible|||aa1gi2na3-a
1344|||Ꭳ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎣᎪᎵᏍᏗ|ò:go:hlísdi|For them and me to understand it; For him to recognize them and me; For them and me to be recognized|||oo1goo2hli3sdi
1345|||Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎩᏃᎵᏍᏗ|gino:hlísdi|For you (1) and me to understand it; For him to recognize you (1) and me|||gi2noo2hli3sdi
1346|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎣᎩᏃᎵᏍᏗ|ò:gino:hlísdi|For him and me to understand it; For him to recognize him and me; For him and me to be recognized|||oo1gi2noo2hli3sdi
1347|||Ꭳ¹Ꮵ²-|ᎣᎵ͓²Ꭶ²||ᎣᏦᎵᎦ|ò:johlgā|They and I recently understood it|||oo1johl2ga2
1348|||Ꭳ¹ᏍᏗ²-|ᎣᎵ͓²Ꭶ²||ᎣᏍᏙᎵᎦ|ò:sdohlgā|He and I recently understood it|||oo1sdohl2ga2
1349||||Ꭶ²Ꭿ²Ꮩ²Ꮣ||ᎦᎯᏙᏓ|gahi:do:da|You one, their father|||ga2hii2doo2da
1350|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏚᏭᏗᏔᎲᎢ|du:wù:di:tahv̌:ɂi|He drank drinks a while ago|||duu2wuu1dii2ta2hvv23-i
1351|||Ꮥ²Ꭹ̣²Ꮒ²-|ɂ³Ꮯ²Ꮜ̣²Ꮕ²³Ꭲ||ᏕᎩᏂᏟᏌᏅᎢ|de:giní:hli:sahnv̌:ɂi|You (1) and I gathered things a while ago|||dee2gi2nii3hlii2sa2hnvv23-i
1352|||Ꭲ¹Ꮵ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎢᏤᏅᏍᏗ|ì:je:nv̀:sdi|For you all to go|||ii1jee2nvv1sdi
1353|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭱ²Ꮕ¹ᏍᏗ||ᎤᏪᏅᏍᏗ|ù:we:nv̀:sdi|For him to go|||uu1wee2nvv1sdi
1354|||Ꮥ³Ꮵ²-|Ꮎ̣³Ꭳ³Ꭲ||ᏕᏥᎾᎣᎢ|dé:ji:náó:ɂi|You all usually have flexible things|||dee3jii2na3oo3-i
1355|||Ꮥ²ᏍᏗ²-|Ꮎ̣³Ꭳ³Ꭲ||ᏕᏍᏗᎾᎣᎢ|de:sdi:náó:ɂi|You both usually have flexible things|||dee2sdii2na3oo3-i
1356|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꮑ²Ꮀ³Ꭲ||ᎠᎩᏁᎰᎢ|à:gine:hó:ɂi|I usually have a liquid|||aa1gi2nee2hoo3-i
1357|||Ꭲ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᎢᎪᎵᏍᏗ|ì:go:hlísdi|For all of us to understand it; For him to recognize all of us|||ii1goo2hli3sdi
1358||||Ꭶ̣²Ꮵ²Ꮵ||ᎦᏥᏥ|gaji:ji|I, their mother|||ga2jii2ji
1359|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏚᏅᏖᏍᏗ|du:nhté:sdi|He will be knowing things|||duu2nhtee3sdi
1360|||Ꮳ̣²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᏣᏛᏅᎢ|jadv:hnv̌:ɂi|You (1) said a while ago|||ja2dvv2hnvv23-i
1361|||Ꮵ̣²-, Ꭶ͓-|Ꭰ̣²Ꮪ²³Ꭹ*||ᏫᎦᏚᎩ|wigaɂdǔ:gi|Let me drink something alcoholic|||wi2ga-2duu23gi
1362|||Ꭴ¹Ꮒ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎤᎾᏛᏅᎢ|ù:nadv:hnv̌:ɂi|They said a while ago|||uu1na2dvv2hnvv23-i
1363|||Ꭿ̣²-|Ꭰ̣²Ꮧ²³ᏍᎪ³Ꭲ||ᎭᏗᏍᎪᎢ|hadǐ:sgó:ɂi|You (1) are often saying|||ha2dii23sgoo3-i
1364|||Ꮥ³Ꭹ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᎫᏗᏔᎲᎢ|dé:gù:di:tahv̌:ɂi|All of us drank drinks a while ago|||dee3guu1dii2ta2hvv23-i
1365|||Ꮩ¹Ꭹ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏙᎫᏗᏔᎲᎢ|dò:gù:di:tahv̌:ɂi|They and I drank drinks a while ago|||doo1guu1dii2ta2hvv23-i
1366|||Ꮪ¹Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏚᏄᏗᏔᎲᎢ|dù:nù:di:tahv̌:ɂi|They drank drinks a while ago|||duu1nuu1dii2ta2hvv23-i
1367|||Ꮥ²Ꭹ̣²Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏕᎩᏄᏗᏔᎲᎢ|de:ginù:di:tahv̌:ɂi|You (1) and I drank drinks a while ago|||dee2gi2nuu1dii2ta2hvv23-i
1368|||Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭴ¹Ꮧ²Ꮤ̣²Ꮂ²³Ꭲ||ᏙᎩᏄᏗᏔᎲᎢ|dò:ginù:di:tahv̌:ɂi|He and I drank drinks a while ago|||doo1gi2nuu1dii2ta2hvv23-i
1369|||Ꭰ¹Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᏃᎵᎪᎢ|à:nohlgó:ɂi|They usually understand it; They usually recognize him|||aa1nohl2goo3-i
1370|||Ꭲ¹Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏃᎵᎪᎢ|ì:nohlgó:ɂi|You (1) and I usually understand it|||ii1nohl2goo3-i
1371|||Ꭲ¹Ꮧ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏙᎵᎪᎢ|ì:dohlgó:ɂi|All of us usually understand it|||ii1dohl2goo3-i
1372|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᎤᏬᎵᏍᏗ|ù:wo:hlísdi|For him to understand it; For him to recognize him|||uu1woo2hli3sdi
1373||||Ꭹ̣²Ꮒ²Ꮵ||ᎩᏂᏥ|gini:ji|Your one's and my mother|||gi2nii2ji
1374|||Ꭴ¹Ꮒ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎤᎾᏘᏗ|ù:natdi|For them to say it|||uu1nat2di
1375|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮩ³ɂᎢ||ᏚᏅᏙɂᎢ|du:nhtó:ɂi|He usually knows things|||duu2nhtoo3-i
1376|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏕᏣᏅᏖᏍᏗ|de:janhté:sdi|You (1) will be knowing things|||dee2ja2nhtee3sdi
1377|||Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎩᎾᏛᏅᎢ|ginadv:hnv̌:ɂi|You (1) and I said a while ago|||gi2na2dvv2hnvv23-i
1378|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮤ||ᎤᏅᏔ|u:nhta|He knows something|||uu2nhta
1379|||Ꭳ¹Ꭹ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏙᎩᏲᏏᏌ|dò:gi:yò:sǐ:sā|They and I were recently hungry|||doo1gii2yoo1sii23sa2
1380|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏙᎩᏂᏲᏏᏌ|dò:gini:yò:sǐ:sā|He and I were recently hungry|||doo1gi2nii2yoo1sii23sa2
1381||||ᏍᎩ̣²Ꮵ||ᏍᎩᏥ|sgiji|You one, my mother|||sgi2ji
1382|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭰ̣²Ꮕ͓Ꮫ²³ɂᎢ||ᏚᏅᏛɂᎢ|du:nhtv̌:ɂi|He knew things a while ago|||duu2nhtvv23-i
1383|||Ꭹ̣²Ꮒ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎩᎾᏘᏗ|ginatdi|For you (1) and me to say it|||gi2nat2di
1384|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭰ̣²Ꮕ͓Ꮦ³ᏍᏗ||ᏓᏆᏅᏖᏍᏗ|dà:gwanhté:sdi|I will be knowing things|||daa1gwa2nhtee3sdi
1385|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎤᏛᏅᎢ|u:dv:hnv̌:ɂi|He said a while ago|||uu2dvv2hnvv23-i
1386|||Ꭲ¹Ꭹ²-|Ᏺ¹Ꮟ²³Ꮜ²||ᏕᎩᏲᏏᏌ|dé:gi:yò:sǐ:sā|All of us were recently hungry|||dee3gii2yoo1sii23sa2
1387|||Ꭰ̣²-, Ꭶ̣²-|Ꭽ̣²Ꮧ²³Ꮤ||ᏩᎭᏗᏔ|wa:dǐ:ta|Let him drink something|||waa2dii23ta
1388|||Ꭳ¹Ꮵ²-|ᏍᏗ²³Ꭶ||ᏬᏥᏍᏗᎦ|wò:ji:sdǐ:ga|Let them and me eat something rod shaped|||woo1jii2sdii23ga
1389|||Ꭳ¹ᏍᏗ²-|ᏍᏗ²³Ꭶ||ᏬᏍᏗᏍᏗᎦ|wò:sdi:sdǐ:ga|Let him and me eat something rod shaped|||woo1sdii2sdii23ga
1390|||Ꮥ³Ꭹ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏕᎦᎦᏙᏍᏔᏅᎢ|dé:gà:ktǒ:stánv̌:ɂi|All of us looked at them (inanimate) a while ago|||dee3gaa1ktoo23sta3nvv23-i
1391|||Ꮩ¹Ꭹ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏙᎦᎦᏙᏍᏔᏅᎢ|dò:gà:ktǒ:stánv̌:ɂi|They and I looked at them (inanimate) a while ago|||doo1gaa1ktoo23sta3nvv23-i
1392|||Ꮪ¹Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏚᎾᎦᏙᏍᏔᏅᎢ|dù:nà:ktǒ:stánv̌:ɂi|They looked at them a while ago|||duu1naa1ktoo23sta3nvv23-i
1393|||Ꮥ²Ꭹ̣²Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏕᎩᎾᎦᏙᏍᏔᏅᎢ|de:ginà:ktǒ:stánv̌:ɂi|You (1) and I looked at them (inanimate) a while ago|||dee2gi2naa1ktoo23sta3nvv23-i
1394|||Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏔ̣³Ꮕ²³Ꭲ||ᏙᎩᎾᎦᏙᏍᏔᏅᎢ|dò:ginà:ktǒ:stánv̌:ɂi|He and I looked at them (inanimate) a while ago|||doo1gi2naa1ktoo23sta3nvv23-i
1395|||ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᏍᏗᎪᎲᎢ|sdi:go:hv̌:ɂi|He saw you both a while ago; You both saw it a while ago|||sdii2goo2hvv23-i
1396||||ᏍᏗ²Ꮩ²Ꮣ||ᏍᏗᏙᏓ|sdi:do:da|Your two's father|||sdii2doo2da
1397|||Ꮳ̣²-|Ꭰ̣Ꮨ͓²Ꮧ||ᏣᏘᏗ|jatdi|For you (1) to say it|||jat2di
1398|||Ꭲ¹Ꭹ²-|Ᏺ¹Ꮟ²³Ꮜ||ᏗᎩᏲᏏᏌ|dì:gi:yò:sǐ:sa|Let all of us be hungry|||dii1gii2yoo1sii23sa
1399|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭰ̣²Ꮕ͓Ꮩ³ɂᎢ||ᏓᏆᏅᏙɂᎢ|dà:gwanhtó:ɂi|I usually know things|||daa1gwa2nhtoo3-i
1400|||Ꮪ²-, Ꮪ²Ꮹ͓-|ɂ³Ꮯ²Ꮜ̣²Ꮕ²³Ꭲ||ꮪꮹᏟᏌᏅᎢ|du:wá:hli:sahnv̌:ɂi|He gathered things a while ago|||duu2waa3hlii2sa2hnvv23-i
1401|||Ꮥ³Ꮵ²-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏕᏥᏍᏗᎬᎢ|dé:jì:sdí:gv̌:ɂi|You all ate rod shaped things a while ago|||dee3jii1sdii3gvv23-i
1402|||Ꮥ²ᏍᏗ²-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏕᏍᏗᏍᏗᎬᎢ|de:sdì:sdí:gv̌:ɂi|You both ate rod shaped things a while ago|||dee2sdii1sdii3gvv23-i
1403|||ᏍᏗ²-|Ꭺ¹Ꮹ²Ꮤ||ᏍᏗᎪᏩᏔ|sdi:gò:wahta|Let you both see it|||sdii2goo1wah2ta
1404|||Ꭲ¹Ꮵ²-|Ꭺ²Ꮂ²³Ꭲ||ᎢᏥᎪᎲᎢ|ì:ji:go:hv̌:ɂi|He saw you all a while ago; You all saw it a while ago|||ii1jii2goo2hvv23-i
1405||||ᏍᏛ²Ꮩ²Ꮣ||ᏍᏛᏙᏓ|sdv:do:da|I, your two's father|||sdvv2doo2da
1406|||Ꮵ̣²-, Ꭶ͓-|Ꭰ̣¹Ꮪ²³Ꭹ³²ᏍᎪ³Ꭲ*||ᎦᏚᎩᏍᎪᎢ|gaɂdǔ:gî:sgó:ɂi|I am usually drinking something alcoholic|||ga-2duu23gii32sgoo3-i
1407|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭰ̣²Ꮕ͓Ꮫ²³ɂᎢ||ᏓᏆᏅᏛɂᎢ|dà:gwanhtv̌:ɂi|I knew things a while ago|||daa1gwa2nhtvv23-i
1408|||Ꮪ²-, Ꮪ²Ꮹ͓-|ɂᎧ̣²Ꭾ³ᏍᏗ||ꮪꮹᎧᎮᏍᏗ|du:wa:kahé:sdi|He will be having living things|||duu2waa2ka2hee3sdi
1409|||Ꭹ̣²Ꮒ²-|ɂᎧ̣²Ꮀ³Ꭲ||ᎩᏂᎧᎰᎢ|gini:kahó:ɂi|You (1) and I usually have something alive|||gi2nii2ka2hoo3-i
1410|||Ꮳ̣²-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏦᎵᏨᎢ|johljv̌:ɂi|You (1) understood it a while ago; He recognized you (1) a while ago|||johl2jvv23-i
1411|||Ꭳ¹Ꭹ²-|ᎣᎵ͓²Ꭹ||ᏬᎪᎵᎩ|wò:gohlgi|Let him recognize them and me; Let them and me be recognized|||woo1gohl2gi
1412|||Ꭳ¹Ꭹ̣²Ꮒ²-|ᎣᎵ͓²Ꭹ||ᏬᎩᏃᎵᎩ|wò:ginohlgi|Let him recognize him and me; Let him and me be recognized|||woo1gi2nohl2gi
1413||||Ꮳ̣²Ꮩ²Ꮣ||ᏣᏙᏓ|jado:da|xHe, your one's father|||ja2doo2da
1414|||Ꮵ̣²-, Ꭶ͓-|Ꮤ̣²Ꮥ²Ꭼ¹Ꭶ²||ᏥᏔᏕᎬᎦ|jitade:gv̀:gā|I was recently thirsty|||ji2ta2dee2gvv1ga2
1415|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭰ̣Ꮨ͓²Ꮧ||ᎤᏘᏗ|utdi|For him to say it|||uut2di
1416|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎠᏆᏛᏅᎢ|à:gwadv:hnv̌:ɂi|I said a while ago|||aa1gwa2dvv2hnvv23-i
1417|||Ꭳ¹Ꭹ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎣᎦᏛᏅᎢ|ò:gadv:hnv̌:ɂi|They and I said a while ago|||oo1ga2dvv2hnvv23-i
1418|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎣᎩᎾᏛᏅᎢ|ò:ginadv:hnv̌:ɂi|He and I said a while ago|||oo1gi2na2dvv2hnvv23-i
1419|||Ꭴ¹Ꮒ²-|Ꮎ̣³Ꭳ³Ꭲ||ᎤᏂᎾᎣᎢ|ù:ni:náó:ɂi|They usually have something flexible|||uu1nii2na3oo3-i
1420|||Ꭿ̣²-|Ꭽ̣²Ꮧ²³Ꮤ||ᎯᎭᏗᏔ|ha:dǐ:ta|Let you (1) drink something|||haa2dii23ta
1421|||Ꭹ̣²Ꮒ²-|ɂᎧ̣²Ꮂ²³Ꭲ||ᎩᏂᎧᎲᎢ|gini:kahv̌:ɂi|You (1) and I had something alive a while ago|||gi2nii2ka2hvv23-i
1422|||ᏍᏗ²-|Ꭾ³ᏍᏗ||ᏍᏗᎮᏍᏗ|sdi:hé:sdi|You both will be having something solid|||sdii2hee3sdi
1423|||Ꮥ³Ꮵ²-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏕᏦᎵᏨᎢ|dé:johljv̌:ɂi|You all understood things a while ago|||dee3johl2jvv23-i
1424|||Ꮥ²ᏍᏗ²-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏕᏍᏙᎵᏨᎢ|de:sdohljv̌:ɂi|You both understood things a while ago|||dee2sdohl2jvv23-i
1425||||Ꮷ²Ꮅ̣²Ꭲ||ᏧᎵᎢ|ju:liɂi|His friends|||juu2li2-i
1426|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭰ̣Ꮨ͓²Ꮧ||ᎠᏆᏘᏗ|à:gwatdi|For me to say it|||aa1gwat2di
1427|||Ꭳ¹Ꭹ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎣᎦᏘᏗ|ò:gatdi|For them and me to say it|||oo1gat2di
1428|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭰ̣Ꮨ͓²Ꮧ||ᎣᎩᎾᏘᏗ|ò:ginatdi|For him and me to say it|||oo1gi2nat2di
1429|||ᏍᏗ²-|Ꮈ³²Ꮢ²³Ꭲ||ᏍᏗᎸᏒᎢ|sdi:lv̂:sv̌:ɂi|You both climbed it a while ago|||sdii2lvv32svv23-i
1430|||Ꭰ¹Ꮒ²-|¹ᏍᏗ²³Ꭹ̣³Ꭰ||ᎠᏂᏍᏗᎩᎠ|à:nì:sdǐ:gíɂa|They are eating something rod shaped|||aa1nii1sdii23gi3-a
1431|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꭴ²Ꮧ²Ꮤ̣²ᏍᏗ||ᎤᏗᏔᏍᏗ|u:di:tasdi|For him to drink something|||uu2dii2ta2sdi
1432|||Ꭲ¹Ꮒ²-|¹ᏍᏗ²³Ꭹ̣³Ꭰ||ᎢᏂᏍᏗᎩᎠ|ì:nì:sdǐ:gíɂa|You (1) and I are eating something rod shaped|||ii1nii1sdii23gi3-a
1433|||Ꭿ̣²-|Ꭽ̣²Ꮧ²³Ꮤ²||ᎯᎭᏗᏔ|ha:dǐ:tā|You (1) recently drank something|||haa2dii23ta2
1434|||Ꭲ¹Ꮧ²-|¹ᏍᏗ²³Ꭹ̣³Ꭰ||ᎢᏗᏍᏗᎩᎠ|ì:dì:sdǐ:gíɂa|All of us are eating something rod shaped|||ii1dii1sdii23gi3-a
1435|||Ꭹ̣²Ꮒ²-|Ꮎ̣³Ꭳ³Ꭲ||ᎩᏂᎾᎣᎢ|gini:náó:ɂi|You (1) and I usually have something flexible|||gi2nii2na3oo3-i
1436|||Ꭲ¹Ꮵ²-|Ꭾ³ᏍᏗ||ᎢᏥᎮᏍᏗ|ì:ji:hé:sdi|You all will be having something solid|||ii1jii2hee3sdi
1437|||ᏍᎩ̣²Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏙᏗ*||ᏍᎩᎾᎦᏙᏍᏙᏗ|sginagà:tǒ:sdóhdi|For you (1) or both to look at us both|||sgi2na2gaa1too23sdoh3di
1438|||Ꭲ¹Ꭹ²-|ᎣᎵ͓²Ꭹ||ᏫᎪᎵᎩ|wì:gohlgi|Let him recognize all of us|||wii1gohl2gi
1439||||Ꭰ̣²Ꭹ̣²Ꮵ||ᎠᎩᏥ|agiji|xShe, my mother|||a2gi2ji
1440|||Ꭲ¹Ꭹ²-|Ꭰ̣²Ꮫ²Ꮕ²³Ꭲ||ᎢᎦᏛᏅᎢ|ì:gadv:hnv̌:ɂi|All of us said a while ago|||ii1ga2dvv2hnvv23-i
